Customer_ID,Amount,Balance,Transaction_Type,Withdrawal_Frequency,Hourly_Withdrawals,Disputed,Geo_Location_Deviation,High_Transaction_Flag,Negative_Balance_Flag,Fraudulent_Flag,Country,Risk_Label,Predicted_Risk_Score,Compliant,Remediation
464359,16151.9,2116.25,3,6,7,True,797,1,0,0,7,1,10,No,AML reporting required for high-value transaction
359931,8529.6,42072.38,3,2,2,False,37,0,0,0,9,1,10,Yes,Compliant
506845,-1977.41,33373.04,0,9,2,False,2963,0,0,0,2,0,0,Yes,Compliant
947982,16225.68,42312.19,2,14,8,True,1048,1,0,0,9,1,10,No,AML reporting required for high-value transaction
649114,-4064.75,6065.92,3,13,9,False,4946,0,0,0,5,0,0,Yes,Compliant
200734,21105.9,568.4,3,2,9,True,1161,1,0,0,3,1,10,No,AML reporting required for high-value transaction
257702,-840.42,46653.1,4,12,8,False,1960,0,0,0,8,0,0,Yes,Compliant
854122,-1180.64,6534.14,2,5,1,False,4156,0,0,0,3,0,0,Yes,Compliant
277235,270.17,40292.27,4,6,5,False,4206,0,0,0,4,0,0,Yes,Compliant
198511,23807.99,40983.71,4,4,7,False,4353,1,0,0,7,1,10,No,AML reporting required for high-value transaction
373797,15795.08,35143.97,3,12,10,False,1872,1,0,0,1,1,10,No,AML reporting required for high-value transaction
783321,19041.15,5694.37,1,7,6,False,134,1,0,0,4,1,10,No,AML reporting required for high-value transaction
706229,6929.05,33037.33,2,13,1,True,2236,0,0,0,6,1,10,Yes,Compliant
829497,5089.38,44343.42,4,7,10,True,2383,0,0,0,6,1,9,Yes,Compliant
920094,2034.52,20702.11,1,12,6,True,2672,0,0,0,2,0,0,Yes,Compliant
198818,9419.44,20089.36,1,7,4,True,3072,0,0,0,3,1,10,Yes,Compliant
252360,11554.86,21585.77,4,11,3,True,2773,1,0,0,0,1,10,No,AML reporting required for high-value transaction
877915,13953.25,3195.87,3,7,4,True,85,1,0,0,9,1,10,No,AML reporting required for high-value transaction
719369,2713.56,44493.3,0,13,8,False,2127,0,0,0,2,0,0,Yes,Compliant
661165,23459.62,43328.33,4,10,6,False,1844,1,0,0,3,1,10,No,AML reporting required for high-value transaction
473706,92.75,49893.38,3,11,9,False,2850,0,0,0,8,0,0,Yes,Compliant
311957,23969.6,28844.34,2,10,5,True,800,1,0,0,8,1,10,No,AML reporting required for high-value transaction
172715,-4554.32,37310.77,3,9,9,True,4002,0,0,0,6,0,0,Yes,Compliant
241398,9433.77,9336.27,1,2,4,False,2222,0,0,0,7,1,10,Yes,Compliant
734379,5001.04,33043.97,2,5,4,False,865,0,0,1,3,1,7,Yes,Compliant
619052,8473.7,32136.38,2,10,6,True,2911,0,0,0,8,1,10,Yes,Compliant
232632,12119.94,44961.65,0,9,10,True,1082,1,0,0,7,1,10,No,AML reporting required for high-value transaction
965580,8067.67,41370.43,0,12,7,False,405,0,0,0,7,1,10,Yes,Compliant
183186,7445.41,46861.79,4,13,2,True,2534,0,0,0,0,1,10,Yes,Compliant
787250,16981.7,43310.51,3,14,4,True,2801,1,0,0,5,1,10,No,AML reporting required for high-value transaction
251094,15576.29,43303.39,4,11,8,True,282,1,0,0,0,1,10,No,AML reporting required for high-value transaction
694604,19998.14,2249.89,0,11,9,False,736,1,0,0,9,1,10,No,AML reporting required for high-value transaction
128380,2498.77,42144.06,1,2,5,True,4551,0,0,0,7,0,0,Yes,Compliant
734486,13285.86,29981.4,0,3,6,False,221,1,0,0,8,1,10,No,AML reporting required for high-value transaction
364500,12555.84,18402.67,3,7,10,False,2927,1,0,0,7,1,10,No,AML reporting required for high-value transaction
170326,6092.13,1882.25,1,9,7,True,1550,0,0,0,3,1,10,Yes,Compliant
978879,9581.73,33561.36,4,14,7,False,1955,0,0,0,9,1,10,Yes,Compliant
739282,4413.46,15738.29,4,15,3,False,3256,0,0,1,2,0,0,Yes,Compliant
320971,-744.67,22856.59,0,3,2,False,715,0,0,0,6,0,0,Yes,Compliant
906481,1414.04,33768.15,0,15,10,False,1064,0,0,0,2,0,0,Yes,Compliant
568933,-1834.59,45500.5,4,10,8,False,4875,0,0,0,1,0,0,Yes,Compliant
991793,15492.09,41097.28,4,8,9,False,707,1,0,0,6,1,10,No,AML reporting required for high-value transaction
902514,14821.82,21980.45,2,11,8,True,2754,1,0,1,6,1,10,No,AML reporting required for high-value transaction
887093,23518.19,18776.94,3,15,8,True,3556,1,0,0,7,1,10,No,AML reporting required for high-value transaction
268484,16890.35,11228.77,2,8,2,True,2051,1,0,0,1,1,10,No,AML reporting required for high-value transaction
889352,-3438.62,17993.76,2,12,4,False,448,0,0,0,5,0,0,Yes,Compliant
584410,21527.36,4663.37,4,4,6,True,510,1,0,0,5,1,10,No,AML reporting required for high-value transaction
869666,20880.25,48526.38,3,11,8,True,45,1,0,0,6,1,10,No,AML reporting required for high-value transaction
441705,8299.61,28269.79,4,13,2,False,4426,0,0,0,0,1,10,Yes,Compliant
895378,12575.89,5518.1,2,6,8,False,1160,1,0,0,2,1,10,No,AML reporting required for high-value transaction
325314,24282.35,16993.11,2,11,1,True,1671,1,0,1,7,1,10,No,AML reporting required for high-value transaction
538716,10969.13,26899.0,4,12,6,True,1894,1,0,0,8,1,10,No,AML reporting required for high-value transaction
859900,22159.65,26177.17,0,8,8,True,1854,1,0,0,4,1,10,No,AML reporting required for high-value transaction
902741,-2508.84,810.67,0,12,8,False,1166,0,0,0,0,0,0,Yes,Compliant
679518,731.56,47492.89,4,9,7,True,4680,0,0,0,6,0,0,Yes,Compliant
998254,8222.65,13044.16,1,2,7,True,1449,0,0,0,1,1,10,Yes,Compliant
591872,12542.7,-174.58,1,1,10,False,3249,1,1,0,3,1,10,No,AML reporting required for high-value transaction; Account negative balance for 30+ days
616998,19486.84,2898.64,0,5,9,False,2397,1,0,0,8,1,10,No,AML reporting required for high-value transaction
619984,24647.86,28589.94,3,10,2,False,3548,1,0,0,2,1,10,No,AML reporting required for high-value transaction
565757,6665.54,6027.06,2,3,1,True,3506,0,0,0,1,1,10,Yes,Compliant
474484,-3577.53,1127.96,3,11,2,False,3992,0,0,0,5,0,0,Yes,Compliant
608062,19035.15,18360.95,0,13,3,False,3989,1,0,0,4,1,10,No,AML reporting required for high-value transaction
683609,13131.42,30760.82,4,6,9,False,277,1,0,0,9,1,10,No,AML reporting required for high-value transaction
232028,956.29,4703.83,1,12,10,False,3956,0,0,0,4,0,0,Yes,Compliant
331447,9844.85,14979.72,0,14,7,False,4036,0,0,0,5,1,10,Yes,Compliant
960563,17269.31,20305.79,3,11,5,True,1473,1,0,0,1,1,10,No,AML reporting required for high-value transaction
541124,18112.35,7132.46,3,1,5,True,477,1,0,0,9,1,10,No,AML reporting required for high-value transaction
912395,9988.55,24809.77,0,12,6,True,509,0,0,0,2,1,10,Yes,Compliant
726045,4156.44,3345.92,2,11,2,True,756,0,0,0,8,0,0,Yes,Compliant
532659,24212.28,1372.44,3,4,1,True,2970,1,0,0,0,1,10,No,AML reporting required for high-value transaction
985691,14900.88,25511.6,2,6,1,False,3348,1,0,0,0,1,10,No,AML reporting required for high-value transaction
401207,7247.13,11642.75,2,2,3,True,4126,0,0,0,1,1,10,Yes,Compliant
476369,3413.9,3864.06,4,11,1,False,1998,0,0,0,1,0,0,Yes,Compliant
478544,16933.09,20619.54,0,11,9,True,1400,1,0,0,9,1,10,No,AML reporting required for high-value transaction
442962,2265.5,45672.18,0,8,10,True,1061,0,0,0,3,0,0,Yes,Compliant
366847,151.3,35933.81,2,4,5,True,4646,0,0,0,8,0,0,Yes,Compliant
820488,10895.02,40596.41,4,2,9,False,4771,1,0,0,0,1,10,No,AML reporting required for high-value transaction
696387,3699.62,43467.61,3,1,5,True,355,0,0,0,5,0,0,Yes,Compliant
519065,13867.15,48604.01,3,8,1,False,3008,1,0,0,9,1,10,No,AML reporting required for high-value transaction
787220,-1461.84,37925.58,0,10,7,True,4362,0,0,0,9,0,0,Yes,Compliant
131585,14648.23,30028.8,2,1,7,False,289,1,0,0,0,1,10,No,AML reporting required for high-value transaction
515231,3498.9,17636.72,4,7,4,True,1043,0,0,0,3,0,0,Yes,Compliant
667873,-4992.71,8263.81,4,7,3,False,1515,0,0,0,8,0,0,Yes,Compliant
389102,-1191.92,34019.65,3,13,1,False,2217,0,0,0,1,0,0,Yes,Compliant
388161,23008.46,49742.45,3,6,7,True,12,1,0,0,5,1,10,No,AML reporting required for high-value transaction
486821,21020.64,22835.29,1,8,5,True,388,1,0,0,0,1,10,No,AML reporting required for high-value transaction
915858,2008.27,35907.65,1,10,10,True,1957,0,0,0,8,0,0,Yes,Compliant
379922,18351.16,24249.71,2,1,1,True,2783,1,0,0,6,1,10,No,AML reporting required for high-value transaction
800601,13257.15,21028.6,1,12,1,True,3677,1,0,0,6,1,10,No,AML reporting required for high-value transaction
142229,24127.14,19925.59,4,1,3,False,3419,1,0,0,7,1,10,No,AML reporting required for high-value transaction
186652,6208.17,24735.86,1,13,3,True,2404,0,0,0,1,1,10,Yes,Compliant
349474,15443.82,17711.68,0,1,2,True,4728,1,0,0,3,1,10,No,AML reporting required for high-value transaction
803724,-3093.93,37187.44,0,6,8,True,1915,0,0,0,9,0,0,Yes,Compliant
360116,6887.42,43587.87,3,7,8,True,3242,0,0,0,7,1,10,Yes,Compliant
971310,23914.53,44027.15,3,10,6,False,3240,1,0,0,9,1,10,No,AML reporting required for high-value transaction
943488,11169.43,10612.63,2,9,5,False,3755,1,0,0,5,1,10,No,AML reporting required for high-value transaction
620985,3636.39,44691.37,0,10,6,False,2204,0,0,0,6,0,0,Yes,Compliant
119975,-1391.87,16419.11,2,5,1,False,1347,0,0,0,4,0,0,Yes,Compliant
257795,16105.85,14774.69,2,1,2,False,1219,1,0,1,6,1,10,No,AML reporting required for high-value transaction
516495,14345.68,36064.56,1,9,7,False,3770,1,0,0,8,1,10,No,AML reporting required for high-value transaction
309373,6218.16,14539.51,3,5,1,False,61,0,0,0,6,1,10,Yes,Compliant
297133,23528.24,1701.29,2,6,8,False,497,1,0,0,7,1,10,No,AML reporting required for high-value transaction
974829,-4333.92,18054.51,2,9,3,True,737,0,0,0,2,0,0,Yes,Compliant
804513,4111.72,35794.75,3,2,4,True,914,0,0,1,9,0,0,Yes,Compliant
395286,22632.08,15674.88,3,14,7,True,2765,1,0,0,3,1,10,No,AML reporting required for high-value transaction
913348,4628.06,31107.51,0,3,10,False,4963,0,0,0,6,0,0,Yes,Compliant
688612,2567.59,32666.09,3,14,7,False,3649,0,0,0,5,0,0,Yes,Compliant
276037,11026.61,36420.54,1,7,2,True,2374,1,0,0,0,1,10,No,AML reporting required for high-value transaction
488076,19714.05,44753.65,0,3,5,True,3847,1,0,1,3,1,10,No,AML reporting required for high-value transaction
760008,-1905.6,21060.79,2,15,8,True,4617,0,0,0,9,0,0,Yes,Compliant
790493,23290.62,7488.04,1,2,9,False,2228,1,0,0,5,1,10,No,AML reporting required for high-value transaction
720347,18852.19,15265.21,1,7,5,False,2533,1,0,0,8,1,10,No,AML reporting required for high-value transaction
722605,437.51,21040.53,0,8,2,False,3608,0,0,0,3,0,0,Yes,Compliant
825495,16360.24,35408.46,2,9,4,False,1222,1,0,0,8,1,10,No,AML reporting required for high-value transaction
397190,6548.76,-330.77,0,2,5,False,4191,0,1,0,2,1,10,No,Account negative balance for 30+ days
540280,7068.84,15105.05,4,13,6,True,4885,0,0,0,3,1,10,Yes,Compliant
201459,18498.7,38771.97,4,2,6,False,3632,1,0,0,1,1,10,No,AML reporting required for high-value transaction
861985,23883.54,33213.74,0,11,1,False,88,1,0,0,6,1,10,No,AML reporting required for high-value transaction
300422,-1200.32,36318.74,2,7,6,False,2994,0,0,0,2,0,0,Yes,Compliant
932325,7618.91,40402.35,2,14,10,False,1681,0,0,0,5,1,10,Yes,Compliant
201520,9428.25,38945.02,3,15,1,True,3581,0,0,0,2,1,10,Yes,Compliant
685560,6289.35,33791.34,1,4,5,False,523,0,0,0,6,1,10,Yes,Compliant
847512,5895.67,21422.74,0,5,7,True,464,0,0,0,9,1,10,Yes,Compliant
616123,-3431.94,49163.51,1,1,8,True,4194,0,0,0,1,0,0,Yes,Compliant
429793,15566.16,28022.73,1,15,5,True,654,1,0,0,2,1,10,No,AML reporting required for high-value transaction
426818,8086.43,9341.23,4,6,2,False,452,0,0,0,0,1,10,Yes,Compliant
244832,843.81,13933.46,4,10,3,True,291,0,0,0,5,0,0,Yes,Compliant
252999,19481.01,34371.69,0,13,7,True,3668,1,0,0,9,1,10,No,AML reporting required for high-value transaction
448619,19076.82,46161.72,0,8,10,False,1833,1,0,0,3,1,10,No,AML reporting required for high-value transaction
161367,9591.75,8114.73,2,11,4,True,3674,0,0,0,3,1,10,Yes,Compliant
853315,3953.52,3199.67,0,15,1,False,1917,0,0,0,6,0,0,Yes,Compliant
505804,14142.78,43958.08,2,1,3,True,4396,1,0,1,1,1,10,No,AML reporting required for high-value transaction
857038,3644.56,45679.18,2,2,10,True,3613,0,0,0,9,0,0,Yes,Compliant
335806,2080.24,13095.35,0,7,2,False,3878,0,0,0,5,0,0,Yes,Compliant
807593,16915.44,18241.57,2,14,9,False,1209,1,0,0,3,1,10,No,AML reporting required for high-value transaction
144738,-3790.24,32669.59,1,2,1,False,4125,0,0,0,7,0,0,Yes,Compliant
657685,-2156.95,15826.43,2,9,9,False,250,0,0,0,5,0,0,Yes,Compliant
444333,-4796.35,43735.09,1,6,10,True,2668,0,0,0,7,0,0,Yes,Compliant
438511,-411.7,4486.51,1,12,5,True,1463,0,0,0,9,0,0,Yes,Compliant
302332,-2930.3,937.09,1,12,6,True,3284,0,0,0,6,0,0,Yes,Compliant
482729,24874.07,9632.8,3,5,6,False,343,1,0,1,7,1,10,No,AML reporting required for high-value transaction
963051,3664.3,13590.48,3,7,6,False,3925,0,0,0,1,0,0,Yes,Compliant
211453,-521.96,4759.26,2,10,9,False,2393,0,0,0,0,0,0,Yes,Compliant
119816,2229.89,2350.21,0,8,9,True,1348,0,0,1,8,0,0,Yes,Compliant
869299,23083.77,37535.99,2,13,10,True,4962,1,0,0,4,1,10,No,AML reporting required for high-value transaction
965962,10604.81,7378.1,3,9,7,False,85,1,0,0,5,1,10,No,AML reporting required for high-value transaction
516715,5944.54,45610.03,4,6,3,True,1040,0,0,0,9,1,10,Yes,Compliant
471000,21201.74,17767.98,4,5,7,False,2291,1,0,0,6,1,10,No,AML reporting required for high-value transaction
313567,6849.71,33200.9,2,7,5,False,1981,0,0,0,0,1,10,Yes,Compliant
614933,5050.26,10495.51,3,2,9,False,4875,0,0,0,1,1,9,Yes,Compliant
695923,1218.48,11256.46,1,15,8,True,1932,0,0,0,0,0,0,Yes,Compliant
994235,6333.9,28310.17,3,8,10,True,3010,0,0,0,7,1,10,Yes,Compliant
316184,4500.53,27592.79,2,12,6,True,380,0,0,0,7,0,0,Yes,Compliant
398090,15319.12,38205.19,3,4,5,False,778,1,0,0,9,1,10,No,AML reporting required for high-value transaction
417348,3687.48,37648.48,4,1,10,True,3306,0,0,0,3,0,0,Yes,Compliant
282958,12315.99,33205.08,1,3,2,True,3455,1,0,0,8,1,10,No,AML reporting required for high-value transaction
377707,-3023.24,21905.66,2,13,3,False,123,0,0,0,9,0,0,Yes,Compliant
192324,738.67,44422.66,2,9,3,True,1083,0,0,0,4,0,0,Yes,Compliant
323536,7222.16,30751.5,0,4,4,True,4596,0,0,0,4,1,10,Yes,Compliant
857232,23108.48,49500.12,1,15,3,False,2057,1,0,0,0,1,10,No,AML reporting required for high-value transaction
371991,6317.56,40787.86,2,10,7,True,970,0,0,0,6,1,10,Yes,Compliant
126155,14922.22,1259.8,3,10,6,True,1449,1,0,0,6,1,10,No,AML reporting required for high-value transaction
441815,2652.62,15350.29,3,14,8,False,3218,0,0,0,7,0,0,Yes,Compliant
741179,-1188.99,28165.66,3,11,2,True,4552,0,0,0,6,0,0,Yes,Compliant
969742,-3243.9,35794.95,3,3,2,True,4707,0,0,0,7,0,0,Yes,Compliant
560494,4162.4,27067.16,2,4,1,False,1806,0,0,1,9,0,0,Yes,Compliant
249381,-270.17,39092.65,4,3,5,True,4822,0,0,0,4,0,0,Yes,Compliant
231691,220.31,13415.44,1,3,7,True,2644,0,0,0,0,0,0,Yes,Compliant
576410,17822.78,8379.51,3,2,9,True,3669,1,0,0,0,1,10,No,AML reporting required for high-value transaction
543324,-4524.86,1749.75,2,6,5,True,1528,0,0,0,4,0,0,Yes,Compliant
134707,11734.3,28239.0,2,13,1,True,4382,1,0,0,8,1,10,No,AML reporting required for high-value transaction
618477,6383.84,34118.58,3,15,3,True,4302,0,0,0,4,1,10,Yes,Compliant
967969,10196.5,15633.64,0,10,8,False,4645,1,0,0,2,1,10,No,AML reporting required for high-value transaction
821864,11884.91,30292.79,2,6,3,False,3327,1,0,0,8,1,10,No,AML reporting required for high-value transaction
802974,4401.03,1660.02,1,10,7,True,2739,0,0,0,8,0,0,Yes,Compliant
846788,3853.27,4063.96,1,4,10,True,2958,0,0,0,3,0,0,Yes,Compliant
453299,17002.06,34789.49,0,14,3,True,2001,1,0,0,8,1,10,No,AML reporting required for high-value transaction
886713,21138.31,17771.55,2,8,2,False,713,1,0,0,9,1,10,No,AML reporting required for high-value transaction
258492,777.45,33238.04,0,6,10,True,881,0,0,0,8,0,0,Yes,Compliant
574112,-2071.44,41417.78,2,12,6,False,2647,0,0,0,0,0,0,Yes,Compliant
270102,21933.87,42483.74,2,8,2,True,3246,1,0,0,3,1,10,No,AML reporting required for high-value transaction
494274,5496.86,7780.55,0,6,10,False,2999,0,0,0,4,1,10,Yes,Compliant
317285,11539.52,23800.56,4,15,5,True,242,1,0,0,2,1,10,No,AML reporting required for high-value transaction
438404,5786.29,36430.26,3,13,5,False,659,0,0,0,6,1,10,Yes,Compliant
259476,-1225.93,38473.01,3,9,5,True,996,0,0,0,0,0,0,Yes,Compliant
858842,12679.95,39018.48,3,3,6,False,970,1,0,0,1,1,10,No,AML reporting required for high-value transaction
260928,10754.23,10636.53,0,14,3,True,1540,1,0,0,0,1,10,No,AML reporting required for high-value transaction
764560,1089.81,8819.28,2,3,10,True,650,0,0,0,8,0,0,Yes,Compliant
950610,8556.07,29090.64,2,2,5,True,2817,0,0,0,4,1,10,Yes,Compliant
396141,18908.43,36795.38,1,10,8,True,3763,1,0,0,9,1,10,No,AML reporting required for high-value transaction
743561,12712.78,15276.12,2,14,4,False,1269,1,0,0,4,1,10,No,AML reporting required for high-value transaction
796595,-2092.48,4339.96,4,14,5,True,2195,0,0,0,7,0,0,Yes,Compliant
348500,11440.64,35554.07,3,6,1,False,818,1,0,0,5,1,10,No,AML reporting required for high-value transaction
790417,16082.15,14284.59,4,7,1,False,3057,1,0,0,9,1,10,No,AML reporting required for high-value transaction
232311,18781.1,7484.5,3,7,8,False,4765,1,0,0,7,1,10,No,AML reporting required for high-value transaction
859034,13873.53,6533.9,0,5,2,True,1199,1,0,0,0,1,10,No,AML reporting required for high-value transaction
345546,-420.26,15060.39,4,6,10,True,768,0,0,0,0,0,0,Yes,Compliant
296733,16305.2,29226.58,2,7,10,False,4514,1,0,0,3,1,10,No,AML reporting required for high-value transaction
751233,15320.26,17278.51,3,11,7,True,1945,1,0,0,0,1,10,No,AML reporting required for high-value transaction
669560,-4267.19,53.75,1,2,7,False,2824,0,0,0,1,0,0,Yes,Compliant
975825,7352.43,3942.33,4,10,9,False,3184,0,0,0,9,1,10,Yes,Compliant
947644,4988.51,13815.67,0,15,1,False,4628,0,0,1,6,0,1,Yes,Compliant
246470,15082.36,32644.93,1,14,2,False,3151,1,0,0,9,1,10,No,AML reporting required for high-value transaction
744318,1484.07,4024.27,0,12,1,False,907,0,0,0,0,0,0,Yes,Compliant
418647,12726.16,27593.5,3,7,1,True,227,1,0,0,7,1,10,No,AML reporting required for high-value transaction
106570,22396.18,5114.18,4,1,4,False,1626,1,0,0,2,1,10,No,AML reporting required for high-value transaction
430929,18934.07,9792.38,0,6,8,True,1350,1,0,0,4,1,10,No,AML reporting required for high-value transaction
633398,22643.73,7781.61,1,8,10,False,3037,1,0,0,4,1,10,No,AML reporting required for high-value transaction
599115,24355.18,2428.66,1,13,8,True,4273,1,0,0,6,1,10,No,AML reporting required for high-value transaction
179141,-4679.9,33237.82,2,1,9,False,2013,0,0,0,3,0,0,Yes,Compliant
112115,13682.24,22633.58,0,1,2,True,4563,1,0,0,0,1,10,No,AML reporting required for high-value transaction
139062,7385.18,41383.73,4,6,7,True,4717,0,0,0,4,1,10,Yes,Compliant
909343,20795.63,4043.43,4,5,4,True,1895,1,0,0,1,1,10,No,AML reporting required for high-value transaction
728349,2554.44,6381.38,2,15,3,False,2307,0,0,0,0,0,0,Yes,Compliant
394700,24430.88,14629.34,1,3,4,False,270,1,0,0,1,1,10,No,AML reporting required for high-value transaction
490479,13411.24,38059.17,0,14,4,False,4507,1,0,0,7,1,10,No,AML reporting required for high-value transaction
626257,18806.12,14593.7,1,10,3,True,392,1,0,0,6,1,10,No,AML reporting required for high-value transaction
930185,-2432.01,19829.35,0,13,9,True,4989,0,0,0,9,0,0,Yes,Compliant
497686,503.74,14381.78,0,10,8,True,593,0,0,0,2,0,0,Yes,Compliant
221863,17752.11,3091.44,0,7,10,False,2609,1,0,0,0,1,10,No,AML reporting required for high-value transaction
896657,-4340.4,46911.11,1,7,2,False,2584,0,0,0,2,0,0,Yes,Compliant
601076,19506.34,26975.49,1,7,3,False,307,1,0,0,0,1,10,No,AML reporting required for high-value transaction
747296,-4581.53,39179.49,1,14,10,False,4677,0,0,0,2,0,0,Yes,Compliant
600726,14713.57,32576.21,3,15,7,False,559,1,0,0,5,1,10,No,AML reporting required for high-value transaction
778556,5952.82,25226.97,1,6,5,False,4008,0,0,0,2,1,10,Yes,Compliant
730111,13344.85,3573.59,2,4,1,False,1395,1,0,0,3,1,10,No,AML reporting required for high-value transaction
900101,15880.94,31779.41,3,9,1,False,3456,1,0,0,5,1,10,No,AML reporting required for high-value transaction
734965,5274.26,6923.89,0,12,8,False,1137,0,0,0,8,1,9,Yes,Compliant
871246,-1761.13,20133.54,4,15,6,True,4372,0,0,0,3,0,0,Yes,Compliant
148320,-2910.62,31084.77,3,9,4,True,4557,0,0,0,1,0,0,Yes,Compliant
596758,12668.08,38893.68,3,7,3,False,3480,1,0,0,9,1,10,No,AML reporting required for high-value transaction
246649,10619.66,33937.3,0,7,9,False,3601,1,0,0,4,1,10,No,AML reporting required for high-value transaction
225354,17266.03,33248.21,1,8,9,True,41,1,0,0,4,1,10,No,AML reporting required for high-value transaction
712297,10292.07,6601.15,1,11,4,False,4115,1,0,0,6,1,10,No,AML reporting required for high-value transaction
881725,7673.37,16652.56,3,5,8,True,1039,0,0,0,7,1,10,Yes,Compliant
548625,6942.62,1188.53,1,11,4,True,646,0,0,0,1,1,10,Yes,Compliant
128625,-4206.59,35693.32,3,9,8,True,606,0,0,0,7,0,0,Yes,Compliant
836400,5066.72,47581.89,4,6,7,True,2140,0,0,0,6,1,9,Yes,Compliant
386233,24280.6,12469.63,4,7,6,False,2128,1,0,0,2,1,10,No,AML reporting required for high-value transaction
136487,21206.67,3472.53,0,12,7,False,3972,1,0,0,3,1,10,No,AML reporting required for high-value transaction
559054,4881.34,23254.07,2,7,6,False,1937,0,0,0,5,0,0,Yes,Compliant
328071,12633.86,42691.61,2,9,6,False,657,1,0,0,2,1,10,No,AML reporting required for high-value transaction
996880,20418.9,27150.68,1,7,7,False,3992,1,0,0,2,1,10,No,AML reporting required for high-value transaction
588011,8238.23,1385.63,2,14,4,False,455,0,0,0,9,1,10,Yes,Compliant
412282,-4461.26,48687.88,4,3,5,False,4409,0,0,0,2,0,0,Yes,Compliant
273895,-2764.69,41261.15,0,6,9,True,4447,0,0,0,1,0,0,Yes,Compliant
530424,10311.78,5711.3,4,6,2,True,2037,1,0,0,1,1,10,No,AML reporting required for high-value transaction
416205,24083.18,46011.69,3,11,9,True,922,1,0,0,8,1,10,No,AML reporting required for high-value transaction
201376,15796.29,21985.1,1,12,5,False,4057,1,0,0,0,1,10,No,AML reporting required for high-value transaction
525106,-2872.51,17966.8,1,7,10,True,326,0,0,0,1,0,0,Yes,Compliant
965566,680.83,22513.72,2,6,1,False,122,0,0,0,4,0,0,Yes,Compliant
933487,18139.69,41563.17,3,4,7,False,2225,1,0,0,4,1,10,No,AML reporting required for high-value transaction
867629,20243.19,32633.46,2,14,5,False,1,1,0,1,6,1,10,No,AML reporting required for high-value transaction
381652,13530.84,2021.67,2,6,3,True,1169,1,0,0,1,1,10,No,AML reporting required for high-value transaction
572132,14332.7,47837.82,2,3,3,True,2595,1,0,0,5,1,10,No,AML reporting required for high-value transaction
258056,-4149.88,6536.99,3,1,1,False,2678,0,0,0,7,0,0,Yes,Compliant
734457,19855.91,37023.97,2,15,7,True,1065,1,0,0,2,1,10,No,AML reporting required for high-value transaction
894557,18648.26,31442.96,1,1,2,True,1381,1,0,0,4,1,10,No,AML reporting required for high-value transaction
660347,2771.05,8563.93,2,5,8,True,1674,0,0,0,9,0,0,Yes,Compliant
562785,16260.3,7707.34,3,11,4,True,2618,1,0,0,9,1,10,No,AML reporting required for high-value transaction
727697,1445.64,43386.71,3,13,4,False,1737,0,0,0,8,0,0,Yes,Compliant
599653,-3790.1,20404.44,4,14,5,False,2096,0,0,0,3,0,0,Yes,Compliant
629992,1034.1,32383.4,2,8,9,True,951,0,0,0,5,0,0,Yes,Compliant
828744,358.87,24707.62,3,3,7,False,359,0,0,0,7,0,0,Yes,Compliant
842488,5132.44,36095.03,2,13,3,False,751,0,0,0,1,1,9,Yes,Compliant
735567,7553.48,23441.36,0,2,4,False,639,0,0,0,5,1,10,Yes,Compliant
782568,10256.17,13656.38,1,8,9,False,1865,1,0,0,9,1,10,No,AML reporting required for high-value transaction
742804,9302.62,17532.55,1,9,1,False,2140,0,0,0,1,1,10,Yes,Compliant
622828,3120.24,42812.96,2,9,8,False,2738,0,0,0,7,0,0,Yes,Compliant
578366,-4124.88,22869.77,1,2,8,True,3288,0,0,0,1,0,0,Yes,Compliant
821384,13153.05,9885.92,1,12,7,False,4193,1,0,0,9,1,10,No,AML reporting required for high-value transaction
519139,6872.34,46664.87,0,8,6,False,417,0,0,0,2,1,10,Yes,Compliant
619777,3960.16,39626.62,1,2,7,True,1951,0,0,0,2,0,0,Yes,Compliant
476188,21008.23,1838.97,1,7,10,True,4395,1,0,0,1,1,10,No,AML reporting required for high-value transaction
332549,17402.3,49946.09,3,8,4,True,559,1,0,0,0,1,10,No,AML reporting required for high-value transaction
653453,20732.97,34441.26,1,1,4,False,783,1,0,1,3,1,10,No,AML reporting required for high-value transaction
691491,9849.48,7173.6,2,8,5,True,3771,0,0,0,6,1,10,Yes,Compliant
584965,-1072.06,11095.55,1,15,4,False,2157,0,0,0,7,0,0,Yes,Compliant
890546,15886.64,34314.72,2,3,4,False,1866,1,0,0,4,1,10,No,AML reporting required for high-value transaction
136321,1182.21,38767.81,1,13,9,False,4622,0,0,1,7,0,0,Yes,Compliant
435441,8236.89,11190.83,2,1,6,True,1125,0,0,0,6,1,10,Yes,Compliant
983084,-3049.98,12105.41,1,7,3,False,2653,0,0,0,7,0,0,Yes,Compliant
985736,19759.25,14663.16,2,10,3,True,218,1,0,0,3,1,10,No,AML reporting required for high-value transaction
345014,-1221.78,29498.94,1,3,10,False,2176,0,0,0,1,0,0,Yes,Compliant
256498,22092.93,7762.63,0,8,8,False,4699,1,0,0,5,1,10,No,AML reporting required for high-value transaction
117772,20926.92,4316.4,3,9,3,True,4650,1,0,0,5,1,10,No,AML reporting required for high-value transaction
990186,8937.48,33622.07,3,2,4,False,4577,0,0,0,9,1,10,Yes,Compliant
890144,17331.05,38733.99,3,15,6,False,943,1,0,0,5,1,10,No,AML reporting required for high-value transaction
