Customer_ID,Amount,Balance,Transaction_Type,Withdrawal_Frequency,Hourly_Withdrawals,Disputed,Geo_Location_Deviation,High_Transaction_Flag,Negative_Balance_Flag,Fraudulent_Flag,Country
308432,11611.85,25182.89,Online Transfer,8,1,True,3648,1,0,0,USA
282051,24592.42,11738.22,POS Purchase,11,10,True,2748,1,0,0,France
197661,16968.72,22719.52,Check Deposit,5,5,True,520,1,0,0,France
797960,18308.39,27748.81,Wire Transfer,14,9,False,4489,1,0,0,Australia
552776,21173.88,49993.44,POS Purchase,10,6,False,4191,1,0,0,Germany
571256,1469.19,31853.08,POS Purchase,5,5,True,84,0,0,0,USA
223257,-2485.88,34407.51,Cash Withdrawal,11,6,False,1059,0,0,0,India
972637,9486.83,24064.16,Cash Withdrawal,11,6,True,2999,0,0,0,USA
369054,10422.42,17078.97,Wire Transfer,8,9,True,415,1,0,0,UK
933289,19875.45,40460.6,Wire Transfer,11,9,True,4690,1,0,0,France
659252,8313.51,24241.55,Check Deposit,10,5,True,4821,0,0,0,China
518443,12125.59,49729.2,Online Transfer,6,4,False,4316,1,0,0,Russia
903585,10812.13,22313.15,Wire Transfer,6,1,True,3901,1,0,0,Australia
421909,-3853.92,2468.01,Wire Transfer,3,6,True,1342,0,0,0,Japan
854444,13456.45,33811.48,Online Transfer,13,7,True,4574,1,0,0,UK
732500,19841.3,1378.71,Check Deposit,6,7,True,2439,1,0,0,Japan
663359,-274.98,11775.58,Cash Withdrawal,10,1,False,3190,0,0,0,UK
212990,12829.95,17040.65,Check Deposit,13,6,True,3140,1,0,0,Russia
169519,12808.32,36713.66,Online Transfer,7,8,False,2492,1,0,0,USA
109503,-74.45,24206.03,Cash Withdrawal,2,3,False,4414,0,0,0,Canada
291775,-1296.09,460.94,Cash Withdrawal,3,1,False,4388,0,0,0,UK
719745,24401.56,30459.34,Cash Withdrawal,6,7,False,2813,1,0,1,India
813226,6811.58,19983.25,Check Deposit,10,4,True,4611,0,0,0,Canada
247977,1822.65,46013.56,Online Transfer,9,5,False,1079,0,0,0,USA
670126,139.74,24477.68,Check Deposit,13,2,False,3626,0,0,1,USA
551495,15028.05,35157.73,Check Deposit,9,7,False,569,1,0,0,France
713777,13283.36,10162.29,POS Purchase,8,1,False,4857,1,0,0,Canada
126806,14306.56,37809.65,Wire Transfer,8,4,False,4239,1,0,0,UK
276072,-2359.82,35768.72,Check Deposit,9,8,True,308,0,0,0,Russia
515384,21806.04,45108.17,POS Purchase,11,7,True,4113,1,0,0,India
170119,6677.99,724.9,Online Transfer,15,7,False,2872,0,0,0,Russia
925146,4401.08,21822.54,POS Purchase,11,7,False,1189,0,0,0,France
285165,8870.84,33636.93,Check Deposit,9,5,True,2938,0,0,0,Japan
941851,6701.98,3853.36,Online Transfer,10,10,False,3858,0,0,0,Russia
729720,20907.31,19940.81,POS Purchase,11,3,True,4947,1,0,0,USA
570641,22877.83,47049.48,Check Deposit,13,10,False,1839,1,0,0,Australia
979381,4103.6,21232.66,Online Transfer,9,7,False,153,0,0,0,China
571027,20918.07,49255.64,Online Transfer,5,8,True,109,1,0,0,India
507507,18445.69,1898.79,Wire Transfer,15,7,False,337,1,0,0,China
802164,22924.23,35609.32,Check Deposit,6,6,False,506,1,0,0,France
963403,2372.51,28631.83,Wire Transfer,15,9,True,2220,0,0,0,UK
979903,12308.77,24527.52,Online Transfer,5,6,False,3065,1,0,0,Russia
951378,3236.34,48513.22,Online Transfer,13,5,True,1806,0,0,0,Canada
985421,19722.83,5612.17,POS Purchase,1,6,False,3217,1,0,0,Japan
184080,-4840.27,44695.95,Wire Transfer,4,10,True,4894,0,0,0,India
352791,11944.57,34253.26,Cash Withdrawal,15,4,False,2446,1,0,0,USA
177794,5176.1,12208.8,Check Deposit,14,6,True,988,0,0,0,Russia
392985,4680.51,44985.13,Wire Transfer,11,4,True,484,0,0,0,Germany
224447,14347.19,20894.04,Online Transfer,13,5,True,3432,1,0,0,France
220029,20544.53,40525.59,POS Purchase,1,6,False,2006,1,0,0,Japan
279830,13275.86,18830.66,Check Deposit,12,1,False,173,1,0,0,Germany
607942,20595.19,42397.47,Check Deposit,1,6,True,1866,1,0,0,Canada
438416,2937.91,31468.09,POS Purchase,3,6,False,1381,0,0,0,Russia
661931,10585.06,6193.38,Online Transfer,7,1,True,1462,1,0,0,Russia
406094,8516.1,32132.82,Cash Withdrawal,15,7,False,1053,0,0,0,China
287921,-4650.65,8758.58,POS Purchase,1,10,True,2600,0,0,0,Australia
462644,11704.36,20008.05,Cash Withdrawal,7,5,False,4162,1,0,0,Germany
783404,14845.73,7685.07,Wire Transfer,10,8,False,4583,1,0,0,France
598685,12757.43,122.82,Check Deposit,14,5,False,784,1,0,0,China
487732,17088.4,9806.21,Online Transfer,10,10,False,2888,1,0,0,Australia
640285,12140.19,26354.97,Cash Withdrawal,15,5,False,4816,1,0,0,Germany
966183,-2997.49,23559.61,Online Transfer,13,2,False,247,0,0,0,France
722893,-1506.63,24576.35,Wire Transfer,1,4,False,1630,0,0,0,France
941965,12894.24,11632.03,Cash Withdrawal,9,4,False,2506,1,0,0,USA
444710,3249.38,33943.22,Online Transfer,5,10,True,725,0,0,0,USA
850230,-2610.65,34917.43,Online Transfer,13,10,True,2423,0,0,0,Canada
769931,7888.08,17256.36,Wire Transfer,15,8,True,4989,0,0,0,UK
732543,11629.68,43939.67,POS Purchase,6,3,False,2928,1,0,1,Canada
884586,4862.38,31845.18,Wire Transfer,15,1,False,3483,0,0,0,USA
551157,16613.01,35365.0,Cash Withdrawal,12,7,True,2691,1,0,0,USA
158005,14313.12,13144.34,Cash Withdrawal,9,9,True,2149,1,0,0,Canada
317322,4984.55,-968.81,Check Deposit,11,6,True,4152,0,1,0,Germany
289784,17646.18,43134.16,Online Transfer,3,2,True,3264,1,0,0,India
667829,14460.85,40943.64,Cash Withdrawal,3,2,True,4526,1,0,0,Russia
123387,14123.36,5282.79,POS Purchase,5,1,True,2511,1,0,0,Russia
980412,11602.83,18079.36,POS Purchase,13,6,True,4257,1,0,1,Germany
804268,-4658.31,32728.3,Wire Transfer,13,8,True,1964,0,0,0,France
185457,15895.22,32257.65,Cash Withdrawal,7,1,True,2079,1,0,0,India
244129,6281.25,42877.87,Cash Withdrawal,3,1,True,1195,0,0,0,Germany
688316,23278.29,6153.68,Check Deposit,4,1,False,2144,1,0,0,India
743534,19539.54,20926.93,Check Deposit,14,10,False,138,1,0,0,Japan
417875,12630.83,3958.45,Check Deposit,2,5,False,4236,1,0,0,Germany
780218,2565.46,18869.36,Cash Withdrawal,9,7,True,1336,0,0,0,China
279761,1111.52,-229.52,Wire Transfer,10,4,True,3027,0,1,0,Russia
668926,5211.55,44811.93,Wire Transfer,9,1,False,1688,0,0,0,Japan
584814,9297.04,25879.24,Wire Transfer,13,1,False,197,0,0,0,Japan
277558,3881.97,42339.92,Wire Transfer,11,10,True,1444,0,0,0,China
644855,10447.88,2055.14,POS Purchase,2,3,False,2412,1,0,0,India
522955,-38.89,10600.36,Cash Withdrawal,5,5,False,4633,0,0,0,USA
682092,24331.38,12228.38,Online Transfer,1,5,False,3537,1,0,0,Russia
470965,-1762.26,18721.27,Cash Withdrawal,8,9,False,1292,0,0,0,UK
103754,22958.32,39946.18,Wire Transfer,6,9,False,4018,1,0,0,UK
651332,22407.34,18714.45,POS Purchase,14,9,False,302,1,0,0,Japan
167260,10760.81,9437.33,POS Purchase,10,8,False,2026,1,0,0,Russia
166912,16747.31,2314.5,Cash Withdrawal,10,9,False,1193,1,0,0,UK
356695,8081.45,3054.08,Online Transfer,2,8,False,3814,0,0,0,China
632994,13901.04,37762.41,Wire Transfer,2,8,True,4263,1,0,0,Canada
895326,5217.28,21684.95,POS Purchase,10,8,False,4310,0,0,0,China
446130,4034.77,36035.24,Wire Transfer,5,8,True,143,0,0,0,Japan
968374,12346.89,33796.64,Wire Transfer,7,5,True,3619,1,0,0,Australia
806972,9943.89,5903.49,Wire Transfer,9,10,True,3294,0,0,0,Germany
129725,12386.09,6287.28,Check Deposit,9,3,False,1887,1,0,0,China
236998,3599.82,37522.44,Wire Transfer,12,4,False,4564,0,0,0,UK
204555,6008.73,35784.68,Wire Transfer,15,9,False,2012,0,0,0,Japan
361486,-2483.06,18279.57,Online Transfer,15,7,False,1327,0,0,0,Canada
895928,-3431.71,2948.54,Online Transfer,11,9,False,1743,0,0,0,China
680735,2603.71,-383.0,Check Deposit,6,7,False,2830,0,1,0,China
988036,-2772.59,13696.0,Check Deposit,2,8,False,967,0,0,0,UK
785166,-1886.76,-529.66,Wire Transfer,6,3,False,134,0,1,0,USA
974631,19387.85,10733.7,POS Purchase,1,8,False,4915,1,0,1,India
665609,-3833.79,20394.54,POS Purchase,11,4,True,4114,0,0,1,Japan
877401,14768.28,5192.2,Cash Withdrawal,11,6,False,4988,1,0,0,Japan
333103,3176.73,4318.17,POS Purchase,13,1,False,2645,0,0,0,UK
515872,21146.37,44718.31,POS Purchase,2,2,False,4236,1,0,0,USA
155147,9549.77,28858.97,Online Transfer,12,7,True,4501,0,0,0,Australia
715684,4167.29,46657.24,Cash Withdrawal,3,6,False,3782,0,0,0,France
542882,10529.17,16637.13,Cash Withdrawal,5,10,False,4595,1,0,0,Canada
575584,6458.74,33534.39,Online Transfer,10,5,True,34,0,0,0,Canada
400931,11929.03,9439.28,POS Purchase,1,7,False,4751,1,0,0,UK
344839,-1564.01,30535.36,POS Purchase,12,2,True,4751,0,0,0,France
556162,24909.72,5608.87,Cash Withdrawal,10,10,True,3777,1,0,0,France
646015,7766.68,-893.89,POS Purchase,13,4,False,3749,0,1,0,Russia
863711,5446.92,46508.12,Cash Withdrawal,14,5,False,4119,0,0,0,Canada
195081,16306.3,27299.61,POS Purchase,13,8,True,3029,1,0,0,USA
484865,5916.98,46273.97,Wire Transfer,13,6,False,4529,0,0,1,China
865418,19998.23,16025.41,Online Transfer,5,6,True,2262,1,0,0,Japan
692344,8628.12,15717.09,Check Deposit,5,5,False,363,0,0,0,USA
758441,16586.75,19433.41,Wire Transfer,4,10,True,2514,1,0,0,Japan
789556,-1776.4,35008.09,POS Purchase,3,5,False,824,0,0,0,China
792095,20383.58,27856.24,Check Deposit,7,1,True,1146,1,0,0,China
860109,17071.54,46193.1,Wire Transfer,11,4,True,4663,1,0,0,Canada
180102,1351.5,297.49,Online Transfer,7,9,True,597,0,0,0,Canada
256570,-641.42,35117.99,Check Deposit,1,2,False,2512,0,0,0,Japan
701153,4488.77,15846.71,Check Deposit,7,6,True,603,0,0,0,UK
787016,24282.12,8191.92,Online Transfer,3,2,False,1356,1,0,0,Canada
167695,2704.95,25030.18,Wire Transfer,13,9,False,1271,0,0,0,Japan
531116,8683.82,24758.25,Check Deposit,3,5,True,3685,0,0,0,India
621608,-4099.39,5987.56,Online Transfer,15,9,True,2120,0,0,0,India
217235,6916.83,9296.7,Wire Transfer,6,10,False,4839,0,0,0,USA
540917,12139.6,19816.4,POS Purchase,15,5,True,1729,1,0,0,India
733065,23593.74,19849.38,Cash Withdrawal,6,9,True,233,1,0,0,India
119033,10502.08,15195.47,POS Purchase,11,2,False,1211,1,0,0,France
616409,19573.22,6575.8,POS Purchase,13,7,True,1300,1,0,0,UK
766165,11413.83,-776.94,Cash Withdrawal,15,8,False,2466,1,1,0,USA
791211,-3776.45,48481.99,POS Purchase,4,3,True,3613,0,0,0,India
651120,4450.25,47118.46,POS Purchase,5,1,True,2000,0,0,0,Japan
294509,12266.49,23666.17,Online Transfer,3,2,False,422,1,0,0,Australia
477869,23517.82,49747.64,Online Transfer,3,10,True,2072,1,0,0,Japan
245016,20773.91,33356.37,Wire Transfer,9,5,False,1451,1,0,0,India
382017,1850.67,2511.73,Check Deposit,5,9,True,2402,0,0,0,Germany
664660,1603.29,5003.63,Wire Transfer,1,5,True,4003,0,0,0,France
189464,1035.19,45721.65,Online Transfer,9,1,False,1902,0,0,0,France
770739,22674.97,31132.66,Online Transfer,10,1,False,4736,1,0,0,Canada
217322,20579.98,42002.36,Cash Withdrawal,6,2,False,4672,1,0,0,USA
792111,18246.5,44811.75,Cash Withdrawal,9,1,False,4121,1,0,0,Japan
986514,6782.05,21845.04,Online Transfer,14,8,False,529,0,0,0,Russia
845182,10131.42,1474.82,POS Purchase,11,2,True,931,1,0,0,Russia
891542,8929.95,8602.3,Wire Transfer,7,8,False,3786,0,0,0,India
547557,2601.94,2395.17,Online Transfer,11,5,False,1789,0,0,0,Canada
898519,10150.84,8625.73,Online Transfer,10,1,False,1575,1,0,0,USA
516978,-4085.1,19937.18,Cash Withdrawal,10,4,False,3101,0,0,0,USA
969049,-1045.69,5028.04,Wire Transfer,7,2,False,1310,0,0,0,Japan
724771,21597.69,7503.4,Wire Transfer,5,6,False,1465,1,0,0,USA
623886,17550.39,21736.91,Check Deposit,7,5,False,3510,1,0,0,Japan
633884,7686.05,16348.72,Online Transfer,10,9,True,4430,0,0,0,Canada
334627,10514.51,22850.56,Check Deposit,4,3,False,2461,1,0,0,Germany
731827,6099.97,20887.77,Cash Withdrawal,11,5,True,1583,0,0,0,Germany
642601,17223.4,31868.38,Check Deposit,11,10,True,589,1,0,0,France
999607,18525.62,46796.67,POS Purchase,6,7,True,2330,1,0,0,Germany
821909,17898.56,4501.08,Online Transfer,2,9,True,1470,1,0,0,Australia
214914,16678.35,4062.27,Online Transfer,14,3,False,3469,1,0,0,USA
647993,1135.13,42493.11,Wire Transfer,10,4,False,921,0,0,0,UK
822724,5139.1,24826.23,Check Deposit,3,1,True,170,0,0,0,USA
959877,9095.36,38086.66,Wire Transfer,2,2,False,4298,0,0,0,USA
203892,4923.79,9986.52,Check Deposit,13,3,True,4375,0,0,0,UK
834005,17648.21,41271.99,Check Deposit,10,10,True,403,1,0,0,Germany
364167,4880.61,46116.18,Cash Withdrawal,2,7,True,3527,0,0,0,China
743942,-853.04,31409.63,Check Deposit,7,7,True,1031,0,0,0,UK
290868,6971.21,4399.83,Wire Transfer,5,1,True,4893,0,0,1,Australia
180073,24397.43,44660.04,Check Deposit,13,9,False,1405,1,0,1,Australia
978629,1776.44,39416.87,Check Deposit,13,3,False,2065,0,0,0,UK
688717,13364.76,37294.77,Online Transfer,6,3,False,1145,1,0,0,UK
204195,7989.19,873.14,Online Transfer,3,2,False,3565,0,0,1,China
816987,-2869.26,39747.09,Online Transfer,15,3,False,1902,0,0,0,USA
133848,9636.3,6035.5,POS Purchase,10,6,True,1763,0,0,0,USA
389910,16064.93,10341.69,Online Transfer,5,10,False,4690,1,0,0,Russia
168099,10396.6,28433.88,POS Purchase,5,4,True,4584,1,0,0,Japan
529276,21163.18,12514.02,POS Purchase,11,2,False,123,1,0,1,Canada
169122,3668.11,32728.76,Wire Transfer,4,8,True,606,0,0,0,USA
771447,-2412.52,30011.59,Online Transfer,10,1,True,4217,0,0,0,India
673156,23096.97,4515.63,Check Deposit,4,10,True,2921,1,0,0,France
743407,6345.89,32456.74,Cash Withdrawal,12,8,True,1094,0,0,0,USA
516441,12292.17,46121.7,Check Deposit,13,2,True,5000,1,0,0,UK
981718,18760.09,7216.61,Online Transfer,8,9,True,2151,1,0,0,Australia
368787,4729.41,29450.16,Check Deposit,6,4,False,2713,0,0,0,India
586275,16484.94,16435.13,Online Transfer,11,4,False,4768,1,0,0,Japan
398871,-937.43,22440.2,Online Transfer,2,7,True,4984,0,0,0,Canada
209079,3738.81,13637.01,Check Deposit,2,3,True,1715,0,0,0,India
952129,-658.68,17060.66,POS Purchase,2,10,False,1703,0,0,0,UK
116029,19336.92,474.5,Wire Transfer,6,3,True,3459,1,0,0,Japan
346353,1679.48,49059.14,Wire Transfer,12,4,False,3483,0,0,0,France
507442,16522.11,30864.8,Wire Transfer,1,10,True,2499,1,0,0,Germany
294718,23298.95,24535.99,Wire Transfer,3,3,False,1889,1,0,0,Canada
521947,10833.17,18569.48,Cash Withdrawal,1,10,True,4656,1,0,1,China
471602,11200.88,26508.1,Online Transfer,4,8,False,1895,1,0,0,Canada
996816,8831.01,18385.41,Cash Withdrawal,13,9,False,2927,0,0,0,Canada
168926,4776.7,17355.3,Wire Transfer,1,5,False,2693,0,0,0,India
761357,9269.65,22661.27,Wire Transfer,9,3,True,4241,0,0,1,USA
417650,13084.23,13075.13,Check Deposit,11,7,False,3425,1,0,1,Japan
964661,24579.75,8182.54,Wire Transfer,12,3,False,3705,1,0,0,China
543031,23132.94,27386.9,Online Transfer,11,6,True,2561,1,0,0,Canada
142092,20864.59,41981.04,Wire Transfer,13,4,True,1826,1,0,0,India
424683,21673.92,6794.24,Wire Transfer,6,7,True,3506,1,0,0,India
252889,9035.48,669.45,Cash Withdrawal,14,6,False,4931,0,0,0,France
793221,14723.33,11587.4,Online Transfer,8,7,True,4423,1,0,0,Russia
637716,21852.0,48965.75,POS Purchase,14,4,False,2475,1,0,1,Canada
275006,6788.52,41266.66,Check Deposit,2,6,False,2844,0,0,0,USA
870915,23852.87,29389.17,POS Purchase,14,10,False,4003,1,0,0,Germany
869727,7473.58,46391.69,Cash Withdrawal,15,7,False,3184,0,0,0,India
241330,13032.48,21709.23,Wire Transfer,6,10,False,3165,1,0,0,Russia
157775,16294.14,49147.31,Check Deposit,4,8,True,4721,1,0,0,USA
836940,23517.76,14111.4,Online Transfer,7,10,True,3590,1,0,0,Japan
367613,2338.49,11255.59,Check Deposit,8,9,True,2444,0,0,0,Canada
390998,17383.93,31540.46,Cash Withdrawal,14,3,True,4629,1,0,0,India
761616,10624.47,18285.85,Wire Transfer,6,5,True,4152,1,0,1,UK
879446,3056.71,30944.64,Cash Withdrawal,13,10,True,3244,0,0,0,Russia
176256,18298.21,14554.77,Online Transfer,13,3,True,693,1,0,0,France
461278,11566.67,30513.83,POS Purchase,1,5,False,3073,1,0,0,Japan
757011,14829.21,13063.06,Wire Transfer,15,2,False,3540,1,0,0,Germany
281360,4687.03,1599.58,Wire Transfer,8,3,False,4213,0,0,0,Australia
446874,9438.22,45518.93,Cash Withdrawal,11,7,False,1619,0,0,0,Australia
518267,13520.63,44043.47,Cash Withdrawal,1,8,False,3914,1,0,0,Japan
389530,7147.32,48510.71,Cash Withdrawal,9,5,True,3873,0,0,0,Germany
342634,951.18,35542.89,Wire Transfer,2,3,True,3652,0,0,0,Germany
133787,23849.21,33818.78,Cash Withdrawal,11,4,True,564,1,0,0,India
645909,10344.03,27509.16,Check Deposit,10,3,False,4029,1,0,0,Australia
702272,17017.61,5423.06,Check Deposit,6,3,True,495,1,0,0,USA
553008,7331.42,8651.0,Check Deposit,8,9,False,1885,0,0,0,Russia
538469,5653.95,13762.95,Wire Transfer,5,4,False,800,0,0,0,Australia
920483,7214.93,44397.97,Cash Withdrawal,14,6,True,3908,0,0,0,China
411955,7275.9,7821.45,Online Transfer,2,3,False,640,0,0,0,Japan
130447,11325.4,46066.53,Cash Withdrawal,5,8,False,162,1,0,0,Germany
228046,11304.1,25662.07,Wire Transfer,1,4,True,4346,1,0,0,France
839290,9914.61,35494.05,Check Deposit,8,8,True,643,0,0,0,UK
616494,-956.43,4622.47,Wire Transfer,8,2,True,4424,0,0,0,France
785614,9882.26,12720.71,Cash Withdrawal,14,9,True,2165,0,0,0,USA
970477,73.12,47884.45,Wire Transfer,2,2,False,4464,0,0,0,Germany
741147,-1215.93,12573.65,Online Transfer,6,3,True,2795,0,0,0,Japan
288490,22979.37,14122.61,Wire Transfer,11,3,True,1138,1,0,0,UK
507688,13148.5,9077.47,POS Purchase,8,5,True,3708,1,0,0,India
604409,14784.7,5582.76,Wire Transfer,10,3,True,4290,1,0,0,Germany
627759,7053.81,10896.14,Cash Withdrawal,13,8,False,4819,0,0,0,Germany
338404,22269.43,31758.67,POS Purchase,8,10,False,137,1,0,0,France
744600,14137.91,22223.75,Check Deposit,12,7,False,1683,1,0,1,Japan
616595,18075.1,27241.55,Cash Withdrawal,14,1,True,4251,1,0,0,China
851164,6056.87,5240.61,Online Transfer,15,6,True,1058,0,0,0,China
763689,23800.36,39907.94,Wire Transfer,14,2,False,4614,1,0,0,China
265937,19613.84,38988.83,Wire Transfer,7,8,False,4277,1,0,0,China
146850,20618.45,101.09,Cash Withdrawal,3,10,True,2016,1,0,0,Australia
416364,165.83,18559.27,Wire Transfer,13,8,False,169,0,0,0,Germany
343306,3128.9,2507.3,Wire Transfer,14,7,True,2544,0,0,0,USA
193808,3568.8,39397.39,Check Deposit,15,8,True,3903,0,0,0,UK
601597,3127.28,36600.75,Wire Transfer,12,1,False,1387,0,0,0,Australia
761757,20662.24,45001.39,Wire Transfer,14,8,False,3051,1,0,0,USA
328981,-4043.46,11056.6,Check Deposit,11,1,True,3666,0,0,0,Russia
622220,-2717.0,22271.09,Wire Transfer,4,3,True,2760,0,0,0,India
790885,3217.45,8408.88,Check Deposit,1,4,False,3835,0,0,0,Japan
153072,996.19,17932.98,Online Transfer,9,3,False,2949,0,0,0,Germany
845466,1955.79,25634.41,Wire Transfer,14,2,False,1360,0,0,0,UK
708108,18938.3,1719.87,Cash Withdrawal,10,3,True,2049,1,0,0,USA
577746,11893.8,35458.39,POS Purchase,10,9,False,422,1,0,0,Russia
123284,-4826.88,26707.96,Online Transfer,2,2,False,3973,0,0,0,France
183369,7879.68,41276.91,Wire Transfer,10,5,False,2829,0,0,0,UK
911554,7236.55,12860.81,Cash Withdrawal,7,3,True,145,0,0,0,USA
956985,-1581.64,45069.38,POS Purchase,8,9,True,2373,0,0,0,USA
837266,15284.25,49933.41,Check Deposit,14,7,True,4683,1,0,0,USA
981220,16062.92,45884.22,Wire Transfer,4,10,True,229,1,0,0,Germany
687100,16626.8,38672.52,Check Deposit,11,3,True,1941,1,0,0,Russia
370143,16854.13,40430.81,Online Transfer,11,2,False,1869,1,0,0,Australia
384580,-4998.42,28260.96,POS Purchase,15,2,True,4680,0,0,0,Japan
929395,23617.62,8697.85,POS Purchase,10,5,False,2665,1,0,0,Canada
757456,19426.26,33529.07,Check Deposit,1,9,True,3593,1,0,0,Japan
623156,22119.45,35350.4,Check Deposit,5,2,True,3866,1,0,0,Germany
869097,-4530.7,49254.64,Online Transfer,10,2,True,2829,0,0,0,India
518495,23015.76,26606.37,Cash Withdrawal,10,8,False,3336,1,0,0,India
352164,19293.66,12839.82,Wire Transfer,6,3,True,1241,1,0,0,India
995331,20116.57,33867.3,Cash Withdrawal,7,3,False,3295,1,0,0,USA
869605,-2201.38,48948.17,POS Purchase,1,6,False,1384,0,0,0,China
388345,17163.34,8037.91,Wire Transfer,13,6,True,3362,1,0,0,Germany
250787,23797.5,15625.89,Online Transfer,4,6,False,1388,1,0,0,UK
260381,15356.42,26635.93,Cash Withdrawal,12,5,False,105,1,0,0,USA
770438,12116.84,7680.95,Cash Withdrawal,5,4,True,3650,1,0,0,Canada
549830,23368.89,133.25,Wire Transfer,5,9,False,1821,1,0,0,France
629393,8288.11,16186.14,Online Transfer,7,4,True,284,0,0,0,Germany
456992,12978.81,43133.91,Online Transfer,4,1,True,595,1,0,0,USA
889271,9290.15,1216.89,Cash Withdrawal,10,8,False,2883,0,0,0,UK
168920,22985.39,20875.38,Cash Withdrawal,7,8,False,4621,1,0,0,France
930051,-2717.46,37872.24,Check Deposit,8,3,False,4972,0,0,0,USA
667109,10033.59,47612.31,Wire Transfer,2,9,False,1062,1,0,0,USA
750024,15608.57,49259.25,Online Transfer,14,7,True,3348,1,0,0,Russia
641357,18757.2,20520.44,POS Purchase,1,7,True,2886,1,0,0,Russia
605659,12490.56,47469.6,Wire Transfer,13,5,False,3077,1,0,0,Australia
107531,22267.53,806.37,Check Deposit,10,3,True,551,1,0,0,USA
530267,23259.74,37041.76,Wire Transfer,10,10,False,3459,1,0,0,Australia
763096,-3070.42,31780.05,Cash Withdrawal,1,5,True,4859,0,0,0,India
763070,7071.12,11725.61,Wire Transfer,13,3,False,4561,0,0,0,USA
167155,-4296.23,24873.24,Wire Transfer,1,3,False,3160,0,0,0,Australia
686712,4882.5,5607.24,Wire Transfer,9,1,False,3605,0,0,0,Japan
407747,11106.05,43451.45,POS Purchase,4,4,False,1335,1,0,0,India
574013,22323.85,17252.8,Check Deposit,9,9,True,4397,1,0,0,Russia
232503,20396.63,30928.27,Wire Transfer,7,6,True,695,1,0,0,Japan
829963,-1175.01,7097.59,Wire Transfer,15,6,False,3044,0,0,0,China
792841,-2209.09,9514.41,POS Purchase,7,6,False,4554,0,0,0,UK
979005,12678.02,49589.77,Online Transfer,13,5,True,1946,1,0,0,France
764917,10963.54,37407.41,Wire Transfer,2,2,False,2722,1,0,0,France
465446,2991.33,48060.57,Wire Transfer,2,5,True,1523,0,0,0,Australia
755522,21983.59,14088.41,Online Transfer,12,10,False,1683,1,0,0,Canada
119675,22820.99,7392.71,Wire Transfer,5,3,False,1806,1,0,0,Russia
173997,7078.34,24656.49,Wire Transfer,15,10,True,109,0,0,0,Japan
248087,21709.08,24228.08,Wire Transfer,10,2,True,2247,1,0,1,India
586799,6518.47,7922.27,Check Deposit,1,4,True,791,0,0,0,UK
619349,17104.5,36394.2,Cash Withdrawal,7,10,True,2639,1,0,0,Russia
855678,9278.27,17450.65,Check Deposit,15,9,False,986,0,0,0,Australia
240905,-1322.51,8504.63,Online Transfer,11,7,False,3883,0,0,0,USA
370040,22838.03,15931.15,Check Deposit,7,10,True,3725,1,0,0,USA
526188,8622.9,27746.59,Check Deposit,11,9,True,72,0,0,1,Canada
411877,17034.61,36050.02,POS Purchase,8,3,False,4973,1,0,0,USA
875723,6015.21,23576.44,Online Transfer,7,2,False,2764,0,0,0,UK
666088,-4433.57,25805.34,Online Transfer,8,9,False,2482,0,0,0,Australia
196044,-1984.09,6086.24,Online Transfer,15,6,True,3989,0,0,0,France
367491,9886.58,45649.24,Check Deposit,15,10,True,3805,0,0,0,Russia
814423,15698.93,46364.93,Online Transfer,3,4,False,591,1,0,0,China
589066,5042.06,33854.76,POS Purchase,3,4,True,4210,0,0,0,Australia
758003,15864.65,-100.8,Wire Transfer,8,10,False,24,1,1,0,UK
402929,15959.07,26390.79,Check Deposit,9,10,False,2340,1,0,0,USA
905113,16118.08,31090.17,Wire Transfer,10,6,True,1026,1,0,0,France
466008,9775.66,49727.37,Wire Transfer,4,7,False,3899,0,0,0,India
933731,22446.58,49799.41,Check Deposit,8,10,True,4410,1,0,0,France
117073,9675.9,42738.17,Check Deposit,1,5,False,1430,0,0,0,India
988736,8507.96,2255.38,Online Transfer,2,8,False,1568,0,0,0,Australia
654970,981.42,47617.1,POS Purchase,13,10,True,1112,0,0,0,UK
853158,4229.65,30245.72,Check Deposit,10,1,False,4198,0,0,0,France
852254,-3729.97,39845.23,Wire Transfer,10,1,False,1876,0,0,0,Japan
507505,14006.06,19766.84,Check Deposit,10,4,False,158,1,0,0,Germany
215359,2456.07,15303.14,POS Purchase,9,8,False,2608,0,0,0,Australia
166707,4124.66,22625.45,Cash Withdrawal,2,8,False,733,0,0,0,Germany
351351,18124.44,6490.6,Wire Transfer,15,6,False,4454,1,0,0,UK
570670,4816.64,17210.37,Cash Withdrawal,2,5,False,2028,0,0,0,USA
338511,2265.88,42738.49,Cash Withdrawal,8,10,True,764,0,0,0,Germany
335718,71.73,935.47,POS Purchase,5,10,False,2537,0,0,0,India
689716,18245.75,6694.78,Check Deposit,5,2,True,191,1,0,0,France
150601,-1108.81,5380.92,Cash Withdrawal,11,5,False,243,0,0,0,India
495755,8612.61,19556.85,Online Transfer,6,5,True,933,0,0,0,Australia
595479,10207.9,49846.33,Check Deposit,8,2,False,4678,1,0,0,Japan
735775,15621.7,7841.25,Wire Transfer,8,8,True,3930,1,0,0,Japan
778029,13998.5,6419.62,Check Deposit,9,10,False,1100,1,0,0,Canada
564184,19321.62,45667.84,POS Purchase,10,5,True,732,1,0,1,China
